1	а	а	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3537.889#3538.333
174	заслуги	заслуга	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3583.36#3583.766
175	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3584.0#3584.327
176	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3584.327#3584.654
177	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3584.654#3584.981
178	карантине	карантине	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3584.981#3585.308
179	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3585.308#3585.635
180	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3585.635#3585.962
181	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3585.962#3586.289
182	еще	еще	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3586.289#3586.616
183	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3586.616#3586.943
184	ни	ни	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3586.943#3587.27
185	сном	сон	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3587.27#3587.597
186	ни	ни	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3587.597#3587.924
187	духом	дух	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3587.924#3588.251
188	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3588.251#3588.578
189	знала	знать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3588.578#3588.905
190	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3588.905#3589.232
191	про	про	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3589.232#3589.559
192	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3589.559#3589.886
193	театр	театр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3589.886#3590.213
194	ни	ни	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3590.213#3590.54
195	про	про	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3590.54#3590.867
196	что	что	PRON	_	Case=Acc	_	_	_	@lah1929f-words#@lah1929f#3590.867#3591.2
197	просто	просто	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3591.8#3592.29
198	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3592.29#3592.78
199	так	так	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3592.78#3593.27
200	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3593.27#3593.76
201	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3593.76#3594.25
202	сложилось	сложиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@lah1929f-words#@lah1929f#3594.25#3594.74
203	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3594.74#3595.23
204	одна	один	DET	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3595.23#3595.72
205	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3595.72#3596.21
206	женщина	женщина	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3596.21#3596.7
207	освобождалась	освобождаться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@lah1929f-words#@lah1929f#3596.7#3597.2
208	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3598.0#3598.4
209	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3598.4#3598.8
210	а	а	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3598.8#3599.2
211	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3599.2#3599.6
212	подралась	подраться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@lah1929f-words#@lah1929f#3599.6#3600.0
213	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3600.0#3600.4
214	бараке	барак	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3600.4#3600.8
215	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3600.8#3601.2
216	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3601.2#3601.6
217	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3601.6#3602.0
218	да	да	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3603.6#3604.0
219	ну	ну	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3605.2#3605.5
220	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3605.5#3605.8
221	за	за	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3605.8#3606.1
222	дело	дело	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3606.1#3606.4
223	ну	ну	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3608.2#3608.64
224	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3608.64#3609.08
225	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3609.08#3609.52
226	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3609.52#3609.96
227	прославилась	прославиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@lah1929f-words#@lah1929f#3609.96#3610.4
228	ну	ну	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3611.8#3612.114
229	зато	зато	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3612.114#3612.428
230	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3612.428#3612.742
231	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@lah1929f-words#@lah1929f#3612.742#3613.056
232	так	так	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3613.056#3613.37
233	показывали	показывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3613.37#3613.684
234	но	но	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3613.684#3613.998
235	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3613.998#3614.312
236	никто	никто	PRON	_	Case=Nom	_	_	_	@lah1929f-words#@lah1929f#3614.312#3614.626
237	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3614.626#3614.94
238	трогал	трогать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3614.94#3615.254
239	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3615.254#3615.568
240	ни	ни	PART	_	Polarity=Neg	_	_	_	@lah1929f-words#@lah1929f#3615.568#3615.882
241	разу	раз	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3615.882#3616.2
242	это	это	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3616.8#3617.142
243	очень	очень	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3617.142#3617.484
244	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3617.484#3617.826
245	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3617.826#3618.168
246	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3618.168#3618.51
247	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@lah1929f-words#@lah1929f#3618.51#3618.852
248	чокнутая	чокнутый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3618.852#3619.2
249	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3620.4#3620.7
250	вот	вот	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3620.7#3621.0
251	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3621.0#3621.3
252	#одновременно#	#одновременно#	X	_	_	_	_	_	@lah1929f-words#@lah1929f#3621.3#3621.6
253	да	да	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3625.4#3625.74
254	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3625.74#3626.08
255	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3626.08#3626.42
256	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3626.42#3626.76
257	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3626.76#3627.1
258	политическом	политический	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3627.1#3627.44
259	лагере	лагерь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3627.44#3627.78
260	была	быть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3627.78#3628.12
261	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3628.12#3628.46
262	что	что	SCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3628.46#3628.8
263	к	к	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3628.8#3629.14
264	счастью	счастье	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3629.14#3629.48
265	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3629.48#3629.82
266	для	для	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3629.82#3630.16
267	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3630.16#3630.5
268	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3630.8#3631.1
269	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3631.1#3631.4
270	что	что	SCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3631.4#3631.7
271	надо	надо	PRED	_	_	_	_	_	@lah1929f-words#@lah1929f#3631.7#3632.0
272	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3634.2#3634.63
273	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3634.63#3635.06
274	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3635.06#3635.49
275	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3635.49#3635.92
276	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3635.92#3636.35
277	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3636.35#3636.78
278	политической	политическая	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3636.78#3637.21
279	заключенной	заключить	VERB	_	Aspect=Perf|Case=Ins|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@lah1929f-words#@lah1929f#3637.21#3637.64
280	у	у	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3637.64#3638.07
281	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3638.07#3638.5
282	просто	просто	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3638.5#3638.93
283	статья	статья	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3638.93#3639.36
284	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3639.36#3639.8
285	ну	ну	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3640.6#3641.066
286	никак	никак	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3641.066#3641.532
287	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3641.532#3642.0
288	нет	нет	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3643.6#3643.9
289	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3643.9#3644.2
290	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3644.2#3644.5
291	ни	ни	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3644.5#3644.8
292	ни	ни	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3644.8#3645.1
293	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3645.1#3645.4
294	чем	что	PRON	_	Case=Loc	_	_	_	@lah1929f-words#@lah1929f#3645.4#3645.7
295	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3645.7#3646.0
296	замешана	замешать	VERB	_	Aspect=Perf|Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass|Variant=Short	_	_	_	@lah1929f-words#@lah1929f#3646.0#3646.3
297	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3646.3#3646.6
298	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3647.714#3648.097
299	вот	вот	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3648.097#3648.48
300	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@lah1929f-words#@lah1929f#3648.48#3648.863
301	передала	передать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3648.863#3649.246
302	моим	мой	DET	_	Case=Dat|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3649.246#3649.629
303	родителям	родитель	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3649.629#3650.012
304	записку	записка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3650.012#3650.395
305	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3650.395#3650.778
306	что	что	SCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3650.778#3651.161
307	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3651.161#3651.544
308	дали	дать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3651.544#3651.927
309	8	8	NUM	_	_	_	_	_	@lah1929f-words#@lah1929f#3651.927#3652.31
310	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3652.31#3652.693
311	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3652.693#3653.076
312	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3653.076#3653.459
313	сижу	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3653.459#3653.842
314	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3653.842#3654.225
315	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3654.225#3654.608
316	Каргопольлаге	Каргопольлаг	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3654.608#3654.991
317	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3654.991#3655.374
318	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3655.374#3655.757
319	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3655.757#3656.14
320	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3656.14#3656.523
321	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3656.523#3656.906
322	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3656.906#3657.289
323	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3657.289#3657.672
324	лучше	хорошо	ADV	_	Degree=Cmp	_	_	_	@lah1929f-words#@lah1929f#3657.672#3658.055
325	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3658.055#3658.438
326	от	от	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3658.438#3658.821
327	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@lah1929f-words#@lah1929f#3658.821#3659.204
328	отказаться	отказаться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@lah1929f-words#@lah1929f#3659.204#3659.6
329	так	так	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3661.8#3662.08
330	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3662.08#3662.36
331	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3662.36#3662.64
332	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@lah1929f-words#@lah1929f#3662.64#3662.92
333	написала	писать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3662.92#3663.2
334	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3663.6#3663.927
335	отец	отец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3663.927#3664.254
336	тут	тут	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3664.254#3664.581
337	же	же	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3664.581#3664.908
338	приехал	приехать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3664.908#3665.235
339	ко	к	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3665.235#3665.562
340	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3665.562#3665.89
341	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3666.5#3667.0
342	когда	когда	SCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3667.0#3667.5
343	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@lah1929f-words#@lah1929f#3667.5#3668.0
344	пошел	пойти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3668.0#3668.5
345	получать	получать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3668.5#3669.0
346	это	этот	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3669.0#3669.5
347	разрешение	разрешение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3669.5#3670.0
348	на	на	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3670.0#3670.5
349	свидание	свидание	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3670.5#3671.0
350	вот	вот	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3671.5#3671.813
351	так	так	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3671.813#3672.126
352	бывает	бывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3672.126#3672.44
353	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3673.4#3673.933
354	полковник	полковник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3673.933#3674.466
